Gender,ParentEdu,ParentMaritalStatus,ExtraCurricular,IsFirstChild,Siblings,Transportation,AvgReadingScore,AvgWritingScore,traveltime,studytime,internet,freetime,absences,CGPA
female,,divorced,sometimes,yes,3,private,73,74,1,2,yes,1,21,C
female,some college,married,,yes,2,school_bus,50,53,1,2,yes,3,2,F
male,some high school,married,sometimes,yes,2,private,51,44,1,3,no,3,1,F
male,associate's degree,married,never,no,2,,74,71,1,3,no,2,4,C
male,associate's degree,single,sometimes,yes,,school_bus,70,68,1,3,yes,3,0,B
male,associate's degree,single,sometimes,yes,2,private,63,64,2,2,yes,2,13,D
male,,married,sometimes,yes,0,school_bus,76,84,1,2,yes,4,2,A
male,some high school,married,regularly,yes,3,private,73,63,2,2,yes,3,8,D
female,high school,single,never,yes,1,private,55,48,1,2,yes,4,10,F
male,some college,married,never,no,2,school_bus,77,71,2,2,yes,3,0,C
male,high school,married,regularly,yes,1,private,66,69,1,2,yes,3,15,C
male,some high school,divorced,never,yes,2,,65,63,1,4,yes,5,4,D
male,associate's degree,divorced,sometimes,no,2,private,76,76,2,2,no,4,2,C
female,some college,married,sometimes,yes,1,school_bus,91,92,1,2,no,5,2,B
female,some high school,married,never,no,3,school_bus,55,52,2,2,yes,3,2,F
male,some college,married,sometimes,yes,,private,90,95,2,2,yes,4,6,A
female,associate's degree,married,sometimes,yes,2,school_bus,67,76,2,2,yes,1,75,D
female,high school,married,,yes,3,school_bus,65,65,2,1,yes,2,22,F
male,some college,divorced,sometimes,yes,2,school_bus,61,56,1,2,yes,4,15,D
female,,married,never,yes,3,private,61,56,2,1,yes,2,8,F
male,associate's degree,married,sometimes,yes,5,school_bus,81,77,2,1,yes,5,30,A
female,some high school,married,never,yes,4,private,66,60,1,1,yes,4,19,F
female,some college,married,regularly,,2,school_bus,59,61,2,4,no,2,1,F
female,high school,married,regularly,yes,,school_bus,60,50,2,2,yes,4,4,F
male,some high school,married,regularly,yes,2,school_bus,76,76,1,2,yes,4,4,C
female,some college,married,sometimes,yes,3,school_bus,53,59,1,2,yes,3,2,D
male,,widowed,sometimes,no,3,school_bus,70,63,1,3,yes,3,5,D
female,some high school,married,never,yes,3,school_bus,64,66,1,3,yes,3,6,C
female,associate's degree,married,sometimes,no,1,private,73,70,1,3,yes,2,6,F
male,high school,widowed,sometimes,no,2,school_bus,39,40,1,2,yes,4,9,F
male,some college,married,regularly,yes,2,private,64,73,1,2,yes,3,11,B
female,bachelor's degree,married,never,yes,2,,78,82,1,3,yes,2,0,C
male,bachelor's degree,married,sometimes,yes,3,,85,86,1,2,yes,4,12,A
female,associate's degree,single,regularly,no,1,school_bus,98,99,2,4,no,1,6,A
male,associate's degree,divorced,sometimes,yes,5,private,65,60,2,3,yes,4,8,D
male,high school,,sometimes,yes,2,school_bus,84,86,1,1,yes,4,4,B
male,some college,married,regularly,yes,2,school_bus,88,96,2,2,yes,3,0,A
male,some high school,married,sometimes,yes,7,school_bus,55,55,2,2,yes,4,10,F
male,master's degree,married,regularly,yes,1,private,85,96,1,4,yes,3,0,B
male,some college,married,sometimes,yes,1,,67,67,1,1,yes,4,5,C
female,high school,married,regularly,,1,private,89,86,1,2,yes,2,14,B
female,bachelor's degree,single,regularly,yes,1,private,74,84,2,1,yes,1,0,C
female,bachelor's degree,married,sometimes,yes,0,school_bus,89,94,2,3,yes,3,0,B
male,some high school,married,sometimes,yes,3,,37,34,1,4,yes,2,0,F
male,high school,single,sometimes,no,5,private,65,57,1,2,yes,4,20,D
male,bachelor's degree,single,sometimes,yes,0,school_bus,66,58,1,2,yes,4,8,D
male,associate's degree,divorced,regularly,yes,3,school_bus,54,58,1,1,no,5,0,F
male,high school,single,regularly,yes,2,private,47,45,2,1,yes,3,38,F
male,bachelor's degree,married,sometimes,yes,4,private,61,60,1,2,no,5,0,D
male,high school,,never,no,1,school_bus,82,78,1,2,yes,4,18,B
female,some college,married,regularly,yes,5,private,100,100,1,2,no,2,0,A
male,high school,married,never,no,1,school_bus,47,43,3,2,yes,4,20,F
female,some college,married,sometimes,yes,3,private,66,61,1,2,yes,5,3,D
female,some high school,divorced,sometimes,yes,2,private,63,63,2,2,yes,2,22,F
female,some college,,regularly,no,3,private,59,59,1,3,yes,1,14,F
female,some college,married,regularly,yes,2,private,66,61,1,3,yes,1,40,D
female,some high school,married,regularly,no,3,private,88,89,2,2,yes,3,0,B
male,associate's degree,,regularly,yes,0,school_bus,82,80,1,3,yes,3,9,B
male,associate's degree,single,sometimes,yes,2,school_bus,69,64,1,3,yes,3,0,C
female,associate's degree,single,regularly,yes,0,school_bus,77,68,1,2,yes,4,2,C
female,some high school,married,regularly,yes,2,school_bus,100,100,1,2,yes,2,23,A
female,associate's degree,married,sometimes,yes,1,private,94,98,1,2,no,2,12,A
female,associate's degree,married,regularly,yes,0,school_bus,59,66,1,3,yes,3,3,F
female,some college,single,sometimes,no,1,private,84,78,1,3,yes,4,1,D
male,some high school,married,regularly,yes,1,private,88,84,2,3,yes,3,0,B
male,associate's degree,married,sometimes,yes,3,private,68,59,1,3,yes,3,3,C
male,some high school,married,sometimes,no,4,,33,28,1,1,yes,3,3,F
male,some college,divorced,sometimes,yes,1,private,65,62,4,1,yes,4,8,C
male,,married,regularly,yes,0,,56,56,1,3,yes,4,7,D
male,some college,married,never,no,1,private,57,53,2,3,yes,3,4,D
female,high school,married,,no,4,school_bus,60,61,1,4,yes,5,2,F
female,associate's degree,single,sometimes,yes,3,school_bus,69,71,1,3,yes,4,7,F
male,master's degree,married,never,yes,3,school_bus,62,60,1,2,yes,3,0,D
male,bachelor's degree,single,sometimes,yes,,school_bus,100,92,1,2,yes,3,0,A
female,master's degree,married,sometimes,no,2,school_bus,56,60,2,4,no,4,0,F
female,bachelor's degree,married,,yes,1,school_bus,74,81,1,3,yes,4,16,C
female,associate's degree,divorced,regularly,yes,2,,76,82,1,3,no,4,12,C
female,some college,married,sometimes,yes,1,private,85,92,1,2,yes,3,0,C
female,associate's degree,married,regularly,yes,1,private,78,82,1,4,yes,3,7,C
male,some high school,married,regularly,yes,2,private,70,69,1,2,yes,3,4,C
female,associate's degree,married,regularly,yes,0,,54,53,1,3,yes,3,4,F
male,high school,married,regularly,no,1,school_bus,80,85,1,2,yes,3,0,B
female,some college,divorced,regularly,yes,2,school_bus,62,58,1,2,yes,3,11,F
female,some college,single,regularly,yes,3,private,68,64,1,2,yes,3,0,F
male,some college,married,sometimes,yes,0,private,54,44,1,3,yes,3,4,F
male,master's degree,married,sometimes,yes,3,school_bus,56,56,1,3,yes,4,7,F
female,some high school,single,never,no,2,private,71,75,1,3,yes,3,9,D
female,bachelor's degree,married,sometimes,no,,private,84,82,1,3,yes,4,0,C
female,,divorced,sometimes,no,3,school_bus,82,80,1,3,yes,4,0,C
male,associate's degree,married,sometimes,yes,1,school_bus,78,70,2,1,yes,5,10,B
female,bachelor's degree,married,never,no,4,private,75,72,3,2,yes,4,8,D
male,some high school,married,regularly,yes,2,private,65,63,2,2,yes,5,2,D
male,some college,single,never,no,1,private,65,68,1,1,yes,3,7,C
male,associate's degree,married,regularly,yes,5,private,46,45,3,1,yes,4,4,F
female,bachelor's degree,single,,yes,3,private,65,65,2,2,yes,5,4,F
male,associate's degree,married,sometimes,no,3,school_bus,84,79,1,2,no,3,0,C
male,associate's degree,single,sometimes,yes,3,,62,60,2,2,yes,3,4,C
female,associate's degree,divorced,sometimes,yes,2,private,78,74,2,2,no,2,2,D
male,high school,single,sometimes,yes,1,private,75,76,2,1,yes,3,4,B
male,master's degree,married,sometimes,yes,2,school_bus,74,74,2,3,yes,3,0,C
male,some high school,divorced,regularly,yes,4,private,55,50,3,2,no,3,0,F
female,some high school,married,regularly,yes,4,school_bus,88,89,2,2,no,4,2,C
male,some college,divorced,sometimes,yes,2,private,42,41,2,2,yes,3,0,F
male,associate's degree,single,sometimes,yes,1,private,75,70,1,2,yes,3,0,C
male,some high school,married,never,yes,3,private,73,69,2,2,no,2,0,C
male,some college,divorced,sometimes,no,1,school_bus,62,59,2,2,no,3,4,D
male,bachelor's degree,married,sometimes,yes,3,school_bus,52,52,2,3,yes,2,0,D
female,bachelor's degree,married,sometimes,yes,1,school_bus,72,76,3,1,yes,2,0,D
female,high school,married,regularly,yes,1,private,67,70,2,1,yes,2,0,D
male,high school,married,regularly,yes,4,private,70,63,3,2,yes,2,10,B
male,associate's degree,married,sometimes,yes,2,private,50,50,2,2,no,2,4,D
male,associate's degree,married,sometimes,no,3,school_bus,69,68,3,1,yes,3,3,D
male,some college,widowed,sometimes,yes,2,private,66,65,1,3,no,4,8,C
female,some high school,single,sometimes,yes,,school_bus,62,66,1,1,yes,5,14,D
female,associate's degree,single,never,yes,1,,65,68,2,3,yes,4,0,F
female,some high school,married,never,yes,7,private,49,47,4,3,yes,3,2,F
female,bachelor's degree,married,sometimes,no,,private,91,96,2,3,yes,4,4,B
male,bachelor's degree,married,regularly,,1,,88,88,1,2,yes,4,4,A
female,some college,married,regularly,yes,4,private,58,57,1,2,yes,1,0,F
female,high school,single,sometimes,,3,private,66,58,1,2,yes,5,17,F
male,bachelor's degree,married,sometimes,yes,2,school_bus,73,75,1,2,yes,2,4,D
male,associate's degree,divorced,regularly,no,2,school_bus,58,58,2,1,yes,4,5,D
male,associate's degree,single,regularly,no,2,school_bus,62,65,2,2,yes,4,2,D
male,some high school,married,regularly,yes,2,private,51,54,2,1,no,3,0,F
female,bachelor's degree,married,regularly,yes,4,private,57,63,2,1,no,4,14,F
female,master's degree,divorced,never,yes,0,private,80,83,2,3,no,3,2,C
male,some college,divorced,regularly,yes,1,school_bus,78,82,3,1,yes,4,7,B
male,some college,single,never,no,6,private,63,61,1,3,yes,4,0,D
male,associate's degree,married,sometimes,yes,2,private,53,57,1,2,yes,3,0,F
male,high school,divorced,sometimes,yes,5,school_bus,69,62,2,2,no,1,0,D
female,,married,sometimes,yes,0,private,82,87,1,2,no,5,11,C
male,associate's degree,married,sometimes,yes,2,private,68,62,2,1,yes,4,3,B
female,associate's degree,married,never,yes,2,private,49,48,1,1,no,5,3,F
male,associate's degree,married,regularly,yes,3,school_bus,43,39,3,1,yes,4,0,F
female,high school,single,never,yes,,school_bus,88,86,1,1,yes,2,5,C
female,some college,divorced,sometimes,no,2,private,68,62,2,2,no,3,6,F
female,high school,married,sometimes,yes,2,,74,67,1,2,yes,3,4,F
female,high school,married,sometimes,yes,1,private,72,68,1,2,yes,3,10,D
male,bachelor's degree,married,sometimes,yes,0,school_bus,88,93,1,3,yes,2,2,B
male,some high school,single,regularly,yes,2,private,57,46,1,2,no,3,4,F
male,associate's degree,married,regularly,yes,3,school_bus,100,100,1,2,yes,4,10,A
female,some high school,single,regularly,yes,3,private,63,62,1,2,yes,4,0,F
male,bachelor's degree,single,sometimes,yes,1,school_bus,36,37,2,2,no,1,6,F
male,high school,single,sometimes,yes,0,private,85,87,1,2,yes,2,0,A
male,associate's degree,married,sometimes,no,4,school_bus,79,72,1,2,yes,5,0,B
female,associate's degree,married,sometimes,yes,1,,62,64,1,2,yes,3,0,F
male,some college,single,regularly,yes,0,private,64,58,3,3,yes,2,4,D
female,associate's degree,single,regularly,no,3,,93,90,1,1,yes,3,2,C
female,high school,married,regularly,yes,0,school_bus,76,73,2,2,yes,4,2,C
male,some high school,married,sometimes,yes,1,private,52,45,1,3,yes,5,0,D
female,bachelor's degree,divorced,sometimes,yes,2,private,74,78,1,1,yes,4,4,D
male,master's degree,single,sometimes,yes,0,private,79,77,1,3,yes,2,6,C
female,some high school,married,regularly,yes,2,,70,58,3,2,no,3,4,F
female,high school,single,never,yes,4,school_bus,68,62,1,1,yes,5,16,F
male,bachelor's degree,single,sometimes,yes,3,private,68,67,1,1,yes,1,4,C
female,some college,,regularly,no,3,school_bus,91,100,1,2,yes,4,0,A
female,some high school,divorced,sometimes,yes,1,private,39,37,1,1,yes,4,0,F
male,bachelor's degree,,sometimes,yes,2,private,62,58,1,2,yes,5,2,D
male,some college,single,regularly,yes,4,school_bus,73,73,2,2,yes,4,0,C
female,some college,married,sometimes,no,4,private,45,47,1,3,yes,3,2,F
male,some high school,single,sometimes,no,4,,74,64,1,1,yes,2,14,D
female,some high school,single,sometimes,no,1,school_bus,82,74,1,1,yes,2,2,B
male,associate's degree,married,regularly,no,3,private,92,92,1,1,yes,2,4,A
female,bachelor's degree,married,regularly,yes,2,private,64,73,1,2,yes,3,4,F
female,bachelor's degree,married,sometimes,no,3,school_bus,65,67,1,2,yes,4,16,F
female,some college,single,regularly,yes,1,school_bus,59,63,1,2,yes,4,0,F
female,high school,married,sometimes,yes,3,private,65,62,2,2,yes,3,0,F
male,high school,divorced,sometimes,yes,,private,63,64,1,2,yes,5,0,D
male,,married,regularly,no,3,,51,47,1,2,yes,3,0,F
male,some college,divorced,sometimes,no,4,private,51,51,1,1,yes,4,0,D
male,some college,divorced,regularly,yes,3,school_bus,75,65,2,1,no,5,0,C
female,associate's degree,married,sometimes,yes,1,,60,60,1,3,yes,4,2,F
male,bachelor's degree,single,sometimes,no,1,school_bus,95,88,2,3,yes,4,7,A
female,some high school,single,never,no,4,school_bus,68,63,1,3,yes,3,2,F
female,some high school,married,regularly,yes,1,school_bus,84,82,1,1,no,3,8,D
male,associate's degree,married,sometimes,yes,1,school_bus,58,46,2,2,yes,3,25,D
female,associate's degree,married,never,yes,2,school_bus,53,55,1,1,yes,4,8,F
female,bachelor's degree,married,regularly,yes,0,,76,78,1,2,yes,3,2,D
female,some high school,married,never,no,4,private,54,58,1,1,yes,4,0,F
female,some college,married,sometimes,yes,3,,51,56,2,2,yes,3,14,F
female,high school,divorced,never,yes,0,school_bus,67,75,1,2,yes,2,8,D
female,some high school,married,sometimes,yes,5,private,84,81,1,2,yes,3,12,D
female,some high school,married,sometimes,yes,,school_bus,90,88,1,4,yes,2,4,C
female,some high school,married,regularly,yes,1,school_bus,62,63,1,2,no,3,2,F
male,some college,single,sometimes,no,1,private,60,62,1,2,yes,4,2,D
male,some high school,widowed,sometimes,yes,3,private,66,57,3,2,yes,3,2,C
female,some high school,single,sometimes,yes,2,,70,73,1,2,yes,3,2,F
female,some high school,married,regularly,yes,3,private,82,88,2,1,no,5,6,C
female,,married,sometimes,yes,5,school_bus,64,69,1,1,yes,3,0,D
female,high school,married,,yes,1,,100,100,1,1,yes,3,6,B
female,associate's degree,divorced,sometimes,yes,1,school_bus,56,60,1,2,yes,3,8,F
female,associate's degree,single,regularly,yes,3,private,80,78,1,2,yes,3,0,C
male,,single,sometimes,yes,1,private,59,55,1,2,no,2,4,F
male,high school,single,never,yes,0,school_bus,50,44,1,2,yes,3,2,F
male,,single,regularly,yes,3,private,65,59,1,2,yes,2,2,F
female,bachelor's degree,married,regularly,no,2,school_bus,92,86,1,2,no,4,6,C
female,some high school,married,regularly,yes,3,school_bus,89,83,4,1,yes,5,6,B
male,some college,divorced,sometimes,no,,school_bus,87,84,1,2,yes,4,4,C
male,associate's degree,married,regularly,yes,0,private,71,71,1,3,yes,4,2,D
female,some high school,married,never,yes,0,private,78,84,1,2,yes,4,0,C
female,high school,married,regularly,yes,3,private,38,44,3,2,yes,4,2,F
male,some college,married,sometimes,yes,1,,63,62,1,4,yes,3,4,D
female,some college,married,never,yes,2,school_bus,93,91,1,4,yes,3,4,B
male,associate's degree,single,sometimes,yes,3,school_bus,76,72,2,2,yes,1,2,C
male,associate's degree,married,sometimes,yes,3,,60,56,2,4,yes,4,12,F
male,associate's degree,divorced,sometimes,yes,,private,68,70,2,4,yes,3,0,C
female,some college,married,sometimes,yes,3,school_bus,77,72,1,4,yes,3,0,C
female,,widowed,never,no,1,,72,64,1,2,yes,3,2,D
male,,single,sometimes,no,3,,84,82,1,1,no,3,2,B
male,high school,single,sometimes,yes,0,school_bus,78,77,1,2,yes,3,54,A
female,high school,single,sometimes,no,3,private,57,57,1,2,yes,3,6,F
male,high school,married,sometimes,yes,1,private,52,47,2,4,yes,4,8,F
female,associate's degree,married,never,yes,3,private,95,92,1,4,yes,2,0,B
female,some high school,married,sometimes,yes,0,private,54,57,2,1,yes,5,2,F
female,master's degree,,regularly,yes,2,school_bus,75,81,1,2,yes,4,12,D
female,bachelor's degree,divorced,sometimes,yes,2,private,78,90,1,1,yes,2,2,C
male,high school,married,sometimes,yes,3,school_bus,86,86,1,3,yes,3,4,B
female,some college,married,regularly,yes,4,school_bus,58,49,1,2,yes,4,10,F
male,high school,married,sometimes,yes,3,school_bus,61,63,2,2,yes,3,4,C
male,some college,single,never,no,4,private,41,36,1,2,yes,3,2,F
male,some college,married,never,no,4,,74,79,2,2,yes,4,6,C
male,some college,single,regularly,no,4,,78,80,1,2,no,3,4,B
male,some college,single,sometimes,yes,2,private,53,48,1,3,yes,3,4,F
female,,married,sometimes,,0,school_bus,47,56,2,2,yes,4,12,F
male,high school,single,sometimes,yes,1,school_bus,60,48,1,2,no,1,18,D
male,associate's degree,single,sometimes,yes,1,school_bus,61,62,1,3,yes,3,0,D
male,some college,married,regularly,no,3,school_bus,59,63,1,1,yes,5,4,D
male,some high school,single,never,yes,1,school_bus,55,46,1,2,no,3,4,F
male,associate's degree,single,sometimes,yes,3,private,33,28,2,2,yes,3,0,F
female,some high school,single,sometimes,yes,2,school_bus,59,54,1,4,yes,3,6,F
female,some college,married,sometimes,yes,2,private,50,54,2,4,yes,1,2,F
female,some high school,single,sometimes,yes,5,private,60,54,2,1,yes,3,2,F
male,associate's degree,married,never,no,2,school_bus,70,77,1,2,no,3,2,C
male,high school,,sometimes,yes,3,,59,55,1,1,yes,3,6,F
male,master's degree,married,never,,3,,86,89,1,3,yes,3,0,A
female,some college,married,regularly,yes,1,,89,96,1,1,yes,5,14,B
female,some high school,married,sometimes,no,2,private,80,78,1,3,yes,4,0,C
female,high school,single,regularly,,1,school_bus,87,78,1,1,yes,3,4,C
male,high school,married,regularly,,3,school_bus,71,64,2,2,yes,3,26,C
male,master's degree,divorced,sometimes,yes,7,private,49,44,1,2,yes,4,0,F
male,associate's degree,single,sometimes,,3,school_bus,75,70,1,4,no,3,10,C
male,some high school,married,sometimes,yes,2,private,70,62,1,4,yes,1,8,C
female,high school,single,regularly,yes,1,school_bus,84,80,1,3,yes,3,2,C
male,some high school,married,regularly,yes,,private,67,55,4,4,yes,3,6,D
female,some high school,married,regularly,yes,4,private,66,71,1,3,yes,4,4,D
male,some college,divorced,sometimes,no,3,school_bus,61,61,1,1,yes,5,6,D
female,associate's degree,divorced,sometimes,no,5,,42,49,1,3,yes,1,0,F
male,some high school,married,regularly,yes,1,school_bus,49,50,1,2,yes,1,6,D
male,bachelor's degree,single,sometimes,yes,2,school_bus,72,66,1,1,yes,5,10,C
male,high school,single,never,yes,2,school_bus,37,35,1,2,yes,4,8,F
male,some high school,married,regularly,no,2,private,70,73,1,2,yes,4,2,C
male,some college,single,sometimes,no,3,school_bus,65,62,2,2,no,4,2,C
female,bachelor's degree,married,regularly,yes,4,private,82,88,2,1,yes,4,0,C
female,some high school,single,sometimes,yes,3,school_bus,79,74,3,2,yes,2,20,B
female,,married,sometimes,yes,2,private,79,80,1,1,yes,4,6,D
female,associate's degree,married,regularly,no,3,school_bus,59,63,1,2,yes,2,2,F
female,some high school,married,regularly,yes,3,school_bus,62,57,1,4,yes,5,6,F
female,associate's degree,married,sometimes,yes,0,private,77,78,2,2,yes,2,2,D
male,associate's degree,single,sometimes,yes,,school_bus,69,66,1,1,yes,4,18,C
female,some college,single,sometimes,no,1,school_bus,71,68,1,2,yes,4,0,F
male,high school,single,sometimes,yes,1,private,55,55,1,1,yes,5,0,D
male,bachelor's degree,single,sometimes,no,2,private,54,49,1,2,yes,3,0,F
male,some college,single,sometimes,yes,1,school_bus,63,68,1,2,no,4,2,C
male,some college,single,sometimes,no,3,school_bus,82,68,1,1,yes,3,0,C
female,associate's degree,married,sometimes,yes,0,school_bus,73,69,1,1,yes,5,8,C
male,bachelor's degree,single,sometimes,yes,1,school_bus,87,89,2,3,yes,2,0,B
female,bachelor's degree,married,,yes,0,private,95,94,3,1,yes,3,0,A
male,,married,sometimes,yes,0,school_bus,73,71,1,1,yes,4,12,C
male,bachelor's degree,divorced,regularly,no,1,school_bus,66,71,1,1,yes,2,16,C
female,bachelor's degree,married,sometimes,yes,1,school_bus,92,94,4,2,no,3,0,C
male,associate's degree,married,sometimes,yes,1,school_bus,79,76,1,3,yes,3,0,C
male,some high school,married,sometimes,yes,1,private,73,64,3,2,no,4,0,C
male,high school,married,regularly,yes,6,,60,59,2,1,yes,3,0,D
male,high school,divorced,sometimes,no,3,school_bus,55,49,1,2,no,4,0,C
female,some college,married,sometimes,yes,1,school_bus,64,68,2,1,yes,3,0,D
male,master's degree,married,never,yes,2,school_bus,63,72,2,4,yes,2,0,D
female,master's degree,divorced,sometimes,no,4,school_bus,83,78,2,1,yes,3,8,C
male,some college,divorced,sometimes,yes,2,school_bus,70,63,1,3,yes,2,2,B
female,some college,divorced,regularly,no,4,private,47,56,1,1,yes,4,2,F
female,high school,married,,yes,2,school_bus,84,82,1,1,yes,4,0,B
female,associate's degree,married,regularly,yes,2,private,41,45,1,2,yes,4,0,F
female,bachelor's degree,single,regularly,yes,3,school_bus,62,61,1,2,yes,3,0,F
male,associate's degree,single,regularly,yes,0,school_bus,65,72,1,2,yes,3,2,C
male,associate's degree,,sometimes,yes,2,school_bus,53,51,1,1,yes,3,0,F
male,some college,divorced,sometimes,yes,3,private,41,48,4,1,yes,5,0,F
male,,married,sometimes,no,4,private,62,55,1,1,yes,3,0,D
male,some high school,married,sometimes,yes,2,school_bus,86,83,1,1,no,4,6,B
female,some college,single,regularly,yes,1,school_bus,65,69,2,3,yes,2,8,F
male,,married,never,yes,4,school_bus,63,56,1,1,yes,5,0,D
female,associate's degree,married,regularly,yes,3,private,84,82,1,1,no,2,0,B
female,bachelor's degree,divorced,sometimes,no,1,school_bus,63,59,1,2,no,4,2,F
female,associate's degree,married,regularly,yes,3,school_bus,97,94,1,1,no,2,8,B
male,some high school,married,regularly,yes,5,school_bus,47,42,3,1,no,2,6,F
female,,single,sometimes,no,3,,81,83,3,1,no,2,2,C
female,high school,married,regularly,yes,0,private,68,65,1,2,yes,5,4,F
male,some college,married,sometimes,yes,3,school_bus,73,71,2,1,yes,3,0,C
male,high school,married,sometimes,yes,3,school_bus,74,75,2,2,yes,4,6,C
male,some high school,married,never,yes,3,private,32,30,2,1,no,4,0,F
male,some college,single,sometimes,yes,3,school_bus,96,100,1,1,yes,3,2,A
male,some high school,single,never,yes,2,,72,64,4,2,no,3,0,D
female,high school,single,regularly,yes,,private,83,78,2,1,no,5,16,C
female,bachelor's degree,married,sometimes,no,4,,92,92,1,2,yes,3,4,B
male,,married,sometimes,no,,,68,66,1,2,yes,2,0,B
female,some college,married,never,yes,3,school_bus,74,75,1,2,yes,1,0,D
male,some college,married,regularly,yes,,school_bus,61,66,1,2,yes,4,0,C
male,some college,,regularly,yes,0,school_bus,55,52,3,1,yes,4,0,F
female,associate's degree,married,never,yes,3,school_bus,65,58,2,2,yes,3,2,F
male,some high school,married,sometimes,,0,school_bus,54,48,1,2,yes,4,0,D
female,high school,married,sometimes,yes,0,private,82,78,1,2,yes,3,0,C
male,high school,divorced,sometimes,yes,2,school_bus,92,89,2,2,yes,4,4,A
male,associate's degree,married,regularly,yes,3,private,52,49,2,2,yes,4,4,D
female,some high school,single,sometimes,yes,4,school_bus,65,65,2,2,yes,4,2,F
male,associate's degree,single,sometimes,no,3,school_bus,55,57,1,2,yes,3,4,F
male,,married,regularly,no,4,school_bus,61,54,1,1,yes,3,10,D
female,bachelor's degree,single,sometimes,yes,2,school_bus,84,76,1,2,yes,2,4,D
male,associate's degree,single,sometimes,yes,0,school_bus,77,71,1,2,yes,4,10,C
male,,married,regularly,yes,0,school_bus,41,46,1,2,yes,2,2,F
male,bachelor's degree,single,sometimes,yes,2,,66,66,1,2,no,4,0,C
female,associate's degree,single,sometimes,yes,4,school_bus,57,69,1,2,yes,3,56,D
male,associate's degree,divorced,regularly,no,2,private,49,50,1,2,yes,2,14,F
male,some high school,divorced,sometimes,yes,3,school_bus,56,57,1,2,yes,3,12,D
female,some college,married,never,no,2,private,87,84,1,1,yes,3,2,B
male,some college,married,regularly,yes,3,school_bus,61,55,1,2,yes,2,0,D
female,some high school,single,regularly,,0,school_bus,58,58,1,2,yes,3,6,D
female,bachelor's degree,married,sometimes,yes,3,,69,73,1,2,no,1,4,F
female,associate's degree,married,sometimes,yes,3,private,54,55,1,2,yes,3,10,F
male,some high school,married,sometimes,yes,3,private,72,65,1,2,yes,3,0,D
female,,single,regularly,yes,4,private,90,95,2,2,yes,4,12,A
female,high school,divorced,,yes,1,school_bus,76,65,1,1,yes,3,8,F
male,some college,widowed,sometimes,no,3,private,48,51,2,1,yes,3,0,F
male,high school,married,never,no,4,private,47,44,1,2,yes,3,0,F
female,some college,divorced,sometimes,yes,4,school_bus,64,62,1,1,yes,2,4,F
female,master's degree,single,sometimes,yes,3,school_bus,66,71,3,1,yes,3,8,D
female,high school,married,regularly,yes,0,school_bus,91,91,2,1,yes,2,24,B
male,associate's degree,single,never,yes,3,private,55,51,1,2,yes,5,0,F
female,,married,sometimes,yes,,private,72,75,1,2,yes,3,2,C
male,high school,divorced,never,no,4,,49,39,1,2,no,4,6,F
male,some college,divorced,sometimes,yes,3,school_bus,70,72,1,2,no,4,4,C
male,some college,married,sometimes,yes,1,school_bus,47,41,1,1,yes,3,18,F
male,high school,married,sometimes,yes,0,private,28,25,2,4,yes,3,6,F
male,high school,divorced,regularly,yes,3,private,59,63,1,3,yes,4,28,D
male,high school,married,sometimes,yes,3,school_bus,43,34,1,2,yes,3,5,F
female,associate's degree,married,regularly,yes,2,school_bus,82,85,1,2,yes,3,10,B
male,bachelor's degree,married,sometimes,yes,2,school_bus,55,52,2,1,no,3,6,D
male,some college,married,regularly,yes,3,school_bus,35,30,2,3,yes,4,6,F
female,some high school,divorced,regularly,yes,2,private,71,72,1,4,yes,3,10,F
male,bachelor's degree,divorced,regularly,yes,0,private,75,71,1,2,yes,3,13,D
male,associate's degree,married,sometimes,no,3,school_bus,57,55,1,2,yes,3,0,F
male,high school,married,regularly,yes,1,school_bus,42,48,1,2,yes,4,15,F
male,bachelor's degree,single,sometimes,no,2,school_bus,58,61,1,1,no,2,12,C
female,master's degree,married,never,yes,3,school_bus,73,74,2,2,yes,4,2,D
male,high school,married,sometimes,yes,1,private,56,46,1,2,yes,4,22,F
male,some college,divorced,sometimes,yes,2,school_bus,80,77,1,2,yes,2,13,C
female,associate's degree,married,sometimes,no,3,school_bus,41,44,2,1,no,3,3,F
male,some college,married,sometimes,yes,1,school_bus,94,88,1,3,yes,3,4,A
female,some college,single,never,yes,3,private,77,81,2,2,yes,2,2,C
male,some high school,married,sometimes,yes,1,school_bus,63,57,1,3,no,3,0,C
male,associate's degree,divorced,sometimes,yes,2,private,70,66,1,2,yes,3,2,C
male,high school,married,regularly,,2,school_bus,67,64,2,2,yes,3,0,D
male,some high school,married,regularly,yes,3,school_bus,55,54,1,3,yes,3,0,F
female,associate's degree,single,sometimes,yes,3,private,77,84,1,2,yes,3,16,B
female,bachelor's degree,married,regularly,yes,,private,86,88,1,2,yes,3,10,B
female,associate's degree,married,sometimes,no,4,private,44,45,1,2,yes,3,2,F
female,high school,single,sometimes,yes,2,,80,71,4,2,yes,3,14,F
male,some college,married,sometimes,yes,4,private,55,61,2,3,yes,2,10,D
female,bachelor's degree,married,sometimes,yes,1,school_bus,66,75,1,2,yes,2,14,F
female,master's degree,married,never,yes,1,school_bus,77,78,2,2,yes,5,4,D
female,master's degree,single,sometimes,yes,1,school_bus,89,88,1,2,yes,5,14,C
female,high school,,sometimes,no,3,private,65,65,1,2,yes,2,2,D
